user_id,dt,region,device,acq_channel
441010-a1290,2020-05-27,North America,iPhone,GameAds
4970c9-8b-62,2020-05-27,Europe,iPhone,GameAds
c96d58c_-2a6,2020-05-27,CN,iPhone,GameAds
3cf6d921-db9,2020-05-27,Europe,iPhone,GameAds
6dab9b5368bc,2020-05-27,South America,iPhone,GameAds
3b77dd4f11b2,2020-05-27,North America,iPhone,GameAds
-dfcbfc8bdd7,2020-05-27,CN,iPhone,GameAds
-fb10_1f5cd6,2020-05-27,Africa,iPhone,GameAds
81bcab_111_b,2020-05-27,North America,iPhone,GameAds
1a8843f556f4,2020-05-27,SEA,iPhone,GameAds
52c_9_a2899a,2020-05-27,CIS,iPhone,GameAds
5857--00acb7,2020-05-27,North America,iPhone,GameAds
309945b509bb,2020-05-27,South America,iPhone,GameAds
328074d8d3bf,2020-05-27,CIS,iPhone,GameAds
29-78b292-b-,2020-05-27,North America,iPhone,GameAds
b912b617fc00,2020-05-27,Europe,iPhone,GameAds
6d85048dd8_1,2020-05-27,Europe,iPhone,GameAds
61776f419022,2020-05-27,SEA,iPhone,GameAds
0b56f6a12456,2020-05-27,South America,iPhone,SenseAds
-a16a0_b5cf8,2020-05-27,Europe,iPhone,SenseAds
bc82_f39168c,2020-05-27,North America,iPhone,SenseAds
5-16b5-2835_,2020-05-27,CIS,iPhone,GameAds
312b-9_2b8c2,2020-05-27,North America,iPhone,SenseAds
63ff41970778,2020-05-27,Europe,iPhone,GameAds
91a34731c3_3,2020-05-27,CIS,iPhone,GameAds
4203d9d4__80,2020-05-27,CIS,iPhone,SenseAds
c0843aa95-15,2020-05-27,Europe,iPhone,GameAds
_b7c894013-b,2020-05-27,North America,iPhone,GameAds
98da_d19f587,2020-05-27,North America,iPhone,GameAds
56dff6a--d3-,2020-05-27,Europe,iPhone,GameAds
f2c7a22834_7,2020-05-27,North America,iPhone,GameAds
90060a9d0325,2020-05-27,SEA,iPhone,GameAds
7f99bc569bdb,2020-05-27,North America,iPhone,GameAds
406bbcbc46c9,2020-05-27,Europe,iPhone,GameAds
ab2f6-_05b28,2020-05-27,CIS,iPhone,GameAds
8a337426745-,2020-05-27,Europe,iPhone,GameAds
bdd_ac502d9f,2020-05-27,North America,iPhone,GameAds
1-264d075279,2020-05-27,North America,iPhone,GameAds
452c84a36491,2020-05-27,Europe,iPhone,GameAds
c-1_5__64077,2020-05-27,CIS,iPhone,GameAds
--41_48-960_,2020-05-27,North America,iPhone,GameAds
b485b3d40155,2020-05-27,North America,iPhone,SenseAds
6-_d5d91df53,2020-05-27,North America,iPhone,GameAds
d_b69822b2c7,2020-05-27,CIS,iPhone,GameAds
_50f0bd8db98,2020-05-27,CN,iPhone,GameAds
b1_1409-_71f,2020-05-27,North America,iPhone,GameAds
-b57fb43f-b9,2020-05-27,CIS,iPhone,SenseAds
942a_a7cd30f,2020-05-27,South America,iPhone,GameAds
b58c503c9299,2020-05-27,Europe,iPhone,GameAds
a1a2c54c4696,2020-05-27,North America,iPhone,GameAds
_2f8c455ddf4,2020-05-27,North America,iPhone,GameAds
3-137a95411a,2020-05-27,Europe,iPhone,GameAds
2aa3_-803b5-,2020-05-27,North America,iPhone,GameAds
df-f738b-762,2020-05-27,North America,iPhone,GameAds
13270f4b09c1,2020-05-27,North America,iPhone,GameAds
1980407a47-a,2020-05-27,Europe,iPhone,GameAds
830-654b3446,2020-05-27,North America,iPhone,SenseAds
01ccadf648ad,2020-05-27,North America,iPhone,GameAds
52_5654-d9-4,2020-05-27,North America,iPhone,SenseAds
54c92a844ad5,2020-05-27,CN,iPhone,GameAds
dc3af9967308,2020-05-27,Europe,iPhone,SenseAds
ab0327656a72,2020-05-27,Africa,iPhone,GameAds
c_f781143-47,2020-05-27,Europe,iPhone,GameAds
b107_-8f6a5c,2020-05-27,CN,iPhone,GameAds
c1b2ff2_05a-,2020-05-27,Europe,iPhone,GameAds
7-224ad659bf,2020-05-27,North America,iPhone,GameAds
-c-8219_8d0b,2020-05-27,Europe,iPhone,GameAds
ac3_b84b9-5d,2020-05-27,Australia,iPhone,GameAds
dabac05f_--7,2020-05-27,North America,iPhone,GameAds
680c4_9d3f40,2020-05-27,SEA,iPhone,GameAds
a83-836d_337,2020-05-27,Europe,iPhone,SenseAds
42c250f8b-2b,2020-05-27,CIS,iPhone,GameAds
c2b8_13375c6,2020-05-27,CIS,iPhone,GameAds
2a20-a4dcd5c,2020-05-27,North America,iPhone,GameAds
6-c28f2_2-11,2020-05-27,CIS,iPhone,GameAds
060f7-36091d,2020-05-27,North America,iPhone,GameAds
99_90127c774,2020-05-27,Europe,iPhone,GameAds
c162-4fda-9-,2020-05-27,CN,iPhone,GameAds
b90753b5-db6,2020-05-27,North America,iPhone,GameAds
-_4_a-6116b_,2020-05-27,Europe,iPhone,GameAds
c-a1df6c_459,2020-05-27,CN,iPhone,GameAds
1181341347__,2020-05-27,Europe,iPhone,GameAds
8-3-_2dd04_-,2020-05-27,Europe,iPhone,GameAds
f45-fc986751,2020-05-27,Europe,iPhone,GameAds
9-8b656c149f,2020-05-27,CN,iPhone,GameAds
-022f4681071,2020-05-27,North America,iPhone,GameAds
_462d30cc073,2020-05-27,Europe,iPhone,GameAds
5-9--0db1a--,2020-05-27,North America,iPhone,GameAds
8-__ad31_a-a,2020-05-27,Europe,iPhone,GameAds
967b_5732_b8,2020-05-27,Europe,iPhone,GameAds
78-7-2c3da71,2020-05-27,North America,iPhone,SenseAds
1f4007893d_8,2020-05-27,Australia,iPhone,GameAds
bd944f5-9bf8,2020-05-27,North America,iPhone,GameAds
99286261139_,2020-05-27,North America,iPhone,GameAds
d_0a6a783381,2020-05-27,Australia,iPhone,GameAds
d3166343_dc-,2020-05-27,CIS,iPhone,GameAds
4a919b-0545c,2020-05-27,Europe,iPhone,GameAds
-51a836-1ab7,2020-05-27,North America,iPhone,GameAds
_3-47bdb67c9,2020-05-27,Europe,iPhone,GameAds
223dc9f40972,2020-05-27,CN,iPhone,GameAds
0f7-2d699-b4,2020-05-27,Australia,iPhone,GameAds
cdbd83d858_b,2020-05-27,Europe,iPhone,GameAds
-8c7-f97206f,2020-05-27,CN,iPhone,GameAds
3a7aac56_19b,2020-05-27,CN,iPhone,GameAds
46571-21766b,2020-05-27,CN,iPhone,GameAds
c4_4fc03b7_f,2020-05-27,SEA,iPhone,SenseAds
39f4516ccd22,2020-05-27,North America,iPhone,GameAds
c51939b74-54,2020-05-27,North America,iPhone,GameAds
5803_32d_907,2020-05-27,SEA,iPhone,GameAds
76c960-27a-5,2020-05-27,South America,iPhone,SenseAds
ff24aaa56042,2020-05-27,North America,iPhone,GameAds
108b1_3c8400,2020-05-27,CIS,iPhone,SenseAds
a6a31c7f0841,2020-05-27,SEA,iPhone,GameAds
40af8c_4298-,2020-05-27,North America,iPhone,GameAds
61-84079a9a9,2020-05-27,North America,iPhone,GameAds
625ba69-0af1,2020-05-27,Europe,iPhone,GameAds
2a-56abf0708,2020-05-27,North America,iPhone,GameAds
d90075a-d19_,2020-05-27,SEA,iPhone,GameAds
27b9575c2-_b,2020-05-27,Europe,iPhone,SenseAds
c17c782f4_3a,2020-05-27,CN,iPhone,SenseAds
0b70851b_d47,2020-05-27,North America,iPhone,GameAds
1-1-9fa1a6d9,2020-05-27,Europe,iPhone,GameAds
-5d8c-4f4_5d,2020-05-27,Europe,iPhone,GameAds
c9d16c_634cf,2020-05-27,North America,iPhone,SenseAds
_6d3_78592_b,2020-05-27,North America,iPhone,GameAds
-6_8579763ca,2020-05-27,North America,iPhone,GameAds
1f19f2021a35,2020-05-27,Europe,iPhone,SenseAds
-665fa8_254a,2020-05-27,North America,iPhone,GameAds
7f97da39c45b,2020-05-27,Africa,iPhone,SenseAds
728d0-0c006c,2020-05-27,South America,iPhone,GameAds
88b10f8224c-,2020-05-27,Europe,iPhone,GameAds
c79cb5c54498,2020-05-27,North America,iPhone,SenseAds
0d8_c6-6c427,2020-05-27,Australia,iPhone,GameAds
2a12fb8d06f4,2020-05-27,CIS,iPhone,SenseAds
76b4f_0514bf,2020-05-27,Europe,iPhone,SenseAds
c_4c2453-b1c,2020-05-27,Europe,iPhone,GameAds
c00a86d3a278,2020-05-27,South America,iPhone,SenseAds
0_-acf62507_,2020-05-27,CN,iPhone,GameAds
785-14a9c__3,2020-05-27,Australia,iPhone,SenseAds
d9-_0f-ba_27,2020-05-27,Europe,iPhone,GameAds
4-f708da060_,2020-05-27,North America,iPhone,GameAds
1483f2922623,2020-05-27,Europe,iPhone,GameAds
55f6-349d-1b,2020-05-27,Europe,iPhone,GameAds
34aa2-b31d65,2020-05-27,Europe,iPhone,GameAds
-2-1aa089f_3,2020-05-27,North America,iPhone,GameAds
7d__bf5951ad,2020-05-27,Europe,iPhone,GameAds
-38717323_50,2020-05-27,North America,iPhone,GameAds
4f3381350191,2020-05-27,Europe,iPhone,GameAds
c7c86-749b89,2020-05-27,CIS,iPhone,GameAds
b23--5a_13bd,2020-05-27,North America,iPhone,GameAds
ca1-9000b96_,2020-05-27,CIS,iPhone,GameAds
1fc-fd514f2c,2020-05-27,CIS,iPhone,GameAds
1-045a83-87_,2020-05-27,CN,iPhone,GameAds
d4-1545c-228,2020-05-27,North America,iPhone,GameAds
07bdad9-6916,2020-05-27,Europe,iPhone,GameAds
7fa2890f-a94,2020-05-27,North America,iPhone,GameAds
b_c7_1-7-15d,2020-05-27,Europe,iPhone,SenseAds
55517a71-105,2020-05-27,North America,iPhone,GameAds
64-b3a5a0c39,2020-05-27,North America,iPhone,SenseAds
339bab5269_9,2020-05-27,CIS,iPhone,GameAds
7d8-d9739883,2020-05-27,North America,iPhone,GameAds
05289-6-9251,2020-05-27,North America,iPhone,GameAds
-c517-88-266,2020-05-27,Europe,iPhone,GameAds
-f4828-84552,2020-05-27,Africa,iPhone,GameAds
-a-6_113a9d4,2020-05-27,North America,iPhone,GameAds
7d00869c5d_6,2020-05-27,SEA,iPhone,GameAds
5661b1b15c9c,2020-05-27,Europe,iPhone,GameAds
20f1f8282938,2020-05-27,CIS,iPhone,GameAds
857b7b4d4163,2020-05-27,South America,iPhone,GameAds
02cf2-543790,2020-05-27,Europe,iPhone,SenseAds
0afb7694466a,2020-05-27,Europe,iPhone,SenseAds
651d4ccc7f3b,2020-05-27,Europe,iPhone,GameAds
40ddbf564697,2020-05-27,SEA,iPhone,GameAds
9b7-9667404c,2020-05-27,North America,iPhone,GameAds
62f_7761c769,2020-05-27,North America,iPhone,GameAds
2ca1aca8136c,2020-05-27,Europe,iPhone,GameAds
-255a-0b83-2,2020-05-27,North America,iPhone,GameAds
8b318aa85245,2020-05-27,CIS,iPhone,GameAds
d52466c2b069,2020-05-27,Europe,iPhone,GameAds
20d9a5-fa723,2020-05-27,Australia,iPhone,SenseAds
3b806a2f76-4,2020-05-27,North America,iPhone,GameAds
ca82f413258b,2020-05-27,North America,iPhone,GameAds
d8dd_298d3-2,2020-05-27,Europe,iPhone,SenseAds
8a31d332807_,2020-05-27,North America,iPhone,GameAds
fb1b92d2-2c1,2020-05-27,Australia,iPhone,GameAds
_b95--a15352,2020-05-27,Europe,iPhone,SenseAds
7285d_fb3d_8,2020-05-27,Europe,iPhone,SenseAds
0125a3d6bc2-,2020-05-27,Europe,iPhone,GameAds
_38b84d7d8-f,2020-05-27,CIS,iPhone,GameAds
-b423f7d17c-,2020-05-27,Europe,iPhone,GameAds
2936710--97c,2020-05-27,North America,iPhone,GameAds
06fa3_03_080,2020-05-27,SEA,iPhone,GameAds
1631c4681520,2020-05-27,CIS,iPhone,GameAds
c3350df_adf4,2020-05-27,SEA,iPhone,GameAds
277809946-56,2020-05-27,Europe,iPhone,GameAds
8f9d6b2fcafb,2020-05-27,North America,iPhone,GameAds
55265-b40_ab,2020-05-27,North America,iPhone,SenseAds
ca81ba2_c398,2020-05-28,Europe,iPhone,GameAds
d_947034-7b5,2020-05-28,North America,iPhone,GameAds
680bfb250_d9,2020-05-28,North America,iPhone,GameAds
2a60d6a80698,2020-05-28,SEA,iPhone,GameAds
1d119491aa0-,2020-05-28,North America,iPhone,GameAds
f4_-3-f3-c0a,2020-05-28,CIS,iPhone,GameAds
83-3643_c621,2020-05-28,Europe,iPhone,GameAds
_114aaf99f33,2020-05-28,Europe,iPhone,GameAds
022b1-79d764,2020-05-28,CIS,iPhone,GameAds
-8060_c_afaa,2020-05-28,CIS,iPhone,SenseAds
a8cfb-c12a11,2020-05-28,North America,iPhone,GameAds
798-6_1a-4d7,2020-05-28,North America,iPhone,GameAds
_c5-718-70d7,2020-05-28,CN,iPhone,GameAds
19869b228-03,2020-05-28,South America,iPhone,GameAds
_7d2342025fb,2020-05-28,North America,iPhone,GameAds
66128676d12f,2020-05-28,CN,iPhone,GameAds
f_82079_f04-,2020-05-28,Europe,iPhone,SenseAds
fddd-7410fba,2020-05-28,Europe,iPhone,SenseAds
1c916cd67d50,2020-05-28,South America,iPhone,GameAds
43db221b73_1,2020-05-28,North America,iPhone,GameAds
9b90d_8f89d9,2020-05-28,North America,iPhone,GameAds
24-14173114a,2020-05-28,CIS,iPhone,SenseAds
11127542d6d1,2020-05-28,CIS,iPhone,GameAds
a726d7d7-ada,2020-05-28,North America,iPhone,GameAds
a0fd1-c7_1b_,2020-05-28,North America,iPhone,GameAds
df002b52_2f-,2020-05-28,Europe,iPhone,GameAds
_2c46__1ad7d,2020-05-28,Europe,iPhone,GameAds
bb_c9_39669_,2020-05-28,SEA,iPhone,GameAds
3847-63-5462,2020-05-28,South America,iPhone,GameAds
47f1_a0aa05d,2020-05-28,Africa,iPhone,GameAds
3a94_-f57093,2020-05-28,Europe,iPhone,GameAds
badf5cdb_42c,2020-05-28,CN,iPhone,SenseAds
7af94b0-3c76,2020-05-28,North America,iPhone,GameAds
_b2_b11f9f77,2020-05-28,CIS,iPhone,GameAds
7_95698-dc71,2020-05-28,Australia,iPhone,GameAds
_b6bc998d48d,2020-05-28,CIS,iPhone,SenseAds
49_f_9d48-16,2020-05-28,Europe,iPhone,GameAds
_35afaf--956,2020-05-28,CN,iPhone,SenseAds
ff6b224ca677,2020-05-28,Australia,iPhone,GameAds
8-9cb9bd73cf,2020-05-28,North America,iPhone,GameAds
64b814-2a697,2020-05-28,CIS,iPhone,GameAds
5_79b4926af4,2020-05-28,Europe,iPhone,GameAds
2f3285374989,2020-05-28,North America,iPhone,GameAds
c_456b33a01c,2020-05-28,North America,iPhone,SenseAds
73d370d4a8df,2020-05-28,North America,iPhone,SenseAds
b7b55f3337af,2020-05-28,North America,iPhone,GameAds
d_c5d4_fc806,2020-05-28,Europe,iPhone,GameAds
6a63222a3-f9,2020-05-28,Europe,iPhone,SenseAds
49dbc0aa5a73,2020-05-28,Australia,iPhone,GameAds
d382f0f_8a-8,2020-05-28,Europe,iPhone,GameAds
_23_c8dbb6a0,2020-05-28,Europe,iPhone,GameAds
-78_121cd_00,2020-05-28,North America,iPhone,SenseAds
-ab13561_a50,2020-05-28,SEA,iPhone,GameAds
5b57af_88-_8,2020-05-28,SEA,iPhone,GameAds
4d_13a6dd8-7,2020-05-28,CN,iPhone,GameAds
__61a8dca3da,2020-05-28,CIS,iPhone,GameAds
2-cd0-c6f7b7,2020-05-28,Europe,iPhone,GameAds
bbf56a3_23-1,2020-05-28,Europe,iPhone,GameAds
7bacdc900d6f,2020-05-28,CIS,iPhone,GameAds
277fa839b_a-,2020-05-28,Europe,iPhone,GameAds
0a_a6_ac735_,2020-05-28,North America,iPhone,GameAds
3a092b5a13-d,2020-05-28,North America,iPhone,SenseAds
a65fd9c718c3,2020-05-28,North America,iPhone,SenseAds
3--48aa5cf25,2020-05-28,Europe,iPhone,SenseAds
f93_9f_619-_,2020-05-28,North America,iPhone,GameAds
9_b30471_d3f,2020-05-28,CIS,iPhone,GameAds
05b5cd65275d,2020-05-28,North America,iPhone,SenseAds
6-5a-67-df5b,2020-05-28,CIS,iPhone,SenseAds
709b_936904f,2020-05-28,Europe,iPhone,SenseAds
53b9351_6143,2020-05-28,North America,iPhone,GameAds
27c7332_f_29,2020-05-28,Europe,iPhone,GameAds
999044c_0-21,2020-05-28,North America,iPhone,GameAds
42_94-b7c_bc,2020-05-28,North America,iPhone,GameAds
-d544bb-f146,2020-05-28,North America,iPhone,GameAds
09da7612d3d9,2020-05-28,Europe,iPhone,GameAds
d2cd2dc7c626,2020-05-28,Europe,iPhone,GameAds
bb-ab05b56f7,2020-05-28,Australia,iPhone,GameAds
266c1d-1fa81,2020-05-28,North America,iPhone,GameAds
ca169_728964,2020-05-28,North America,iPhone,GameAds
faa5186_62af,2020-05-28,North America,iPhone,SenseAds
20451_f545-c,2020-05-28,North America,iPhone,GameAds
b0_6118012b3,2020-05-28,North America,iPhone,GameAds
23258678186-,2020-05-28,North America,iPhone,GameAds
-aa9ad1babc7,2020-05-28,Europe,iPhone,GameAds
0a68004a4_-b,2020-05-28,North America,iPhone,GameAds
ccd37af81b-5,2020-05-28,Australia,iPhone,GameAds
d-d5c27271bb,2020-05-28,North America,iPhone,SenseAds
2fba04191483,2020-05-28,CIS,iPhone,GameAds
1-a41041f710,2020-05-28,Africa,iPhone,GameAds
abfda46cd97c,2020-05-28,CIS,iPhone,GameAds
728f2d17fddb,2020-05-28,North America,iPhone,GameAds
1ad2f671-a0c,2020-05-28,North America,iPhone,GameAds
61fd53f-1503,2020-05-28,North America,iPhone,GameAds
4257830a3ac1,2020-05-28,Europe,iPhone,GameAds
bb_86bc92d8b,2020-05-28,Europe,iPhone,GameAds
782ba8-7-273,2020-05-28,North America,iPhone,GameAds
516-16-815c-,2020-05-28,North America,iPhone,GameAds
40fa5-039879,2020-05-28,CIS,iPhone,SenseAds
0566-4d43604,2020-05-28,North America,iPhone,GameAds
821_61303_07,2020-05-28,Europe,iPhone,GameAds
_c9d5f2-4d0c,2020-05-28,Europe,iPhone,GameAds
c889dda0-70d,2020-05-28,CIS,iPhone,GameAds
9cb89266-b--,2020-05-28,SEA,iPhone,GameAds
3_bb493f-d7c,2020-05-28,South America,iPhone,GameAds
4c7da72-5750,2020-05-28,CIS,iPhone,GameAds
9ddcb69a05f0,2020-05-28,Europe,iPhone,SenseAds
4baf56a8080f,2020-05-28,South America,iPhone,GameAds
c810-c17c056,2020-05-28,Europe,iPhone,SenseAds
_80af3_f4__8,2020-05-28,CIS,iPhone,GameAds
1dfa2b35a2f2,2020-05-28,SEA,iPhone,SenseAds
8916_aa08113,2020-05-28,Europe,iPhone,GameAds
ad-029296b9-,2020-05-28,CIS,iPhone,GameAds
03d6f3d9cf8d,2020-05-28,Europe,iPhone,GameAds
dd0bb7031c63,2020-05-28,South America,iPhone,GameAds
1_037fd_962a,2020-05-28,CIS,iPhone,GameAds
2739-2273_d1,2020-05-28,North America,iPhone,SenseAds
-005b4f-_-15,2020-05-28,Australia,iPhone,GameAds
68729fc-_a_1,2020-05-28,CIS,iPhone,GameAds
c94fc80259b6,2020-05-28,Europe,iPhone,GameAds
41441a6-0-6a,2020-05-28,Australia,iPhone,GameAds
37276f040_75,2020-05-28,Australia,iPhone,GameAds
6f9bbad49c82,2020-05-28,Europe,iPhone,GameAds
a8_3d46c5d18,2020-05-28,North America,iPhone,GameAds
61046da8a997,2020-05-28,CN,iPhone,GameAds
a4459f390f5b,2020-05-28,Australia,iPhone,SenseAds
2a-07-1--5--,2020-05-28,North America,iPhone,GameAds
0564c1fc83cd,2020-05-28,CIS,iPhone,GameAds
090-3cfc4ba6,2020-05-28,CIS,iPhone,GameAds
28ccaaff016b,2020-05-28,SEA,iPhone,GameAds
b1836a8a2453,2020-05-28,Europe,iPhone,GameAds
252f_7_6aad_,2020-05-28,North America,iPhone,SenseAds
2ffdaca5c10b,2020-05-28,CN,iPhone,GameAds
_3d-_4295cb-,2020-05-28,Europe,iPhone,SenseAds
a7da2b_c-82f,2020-05-28,North America,iPhone,GameAds
745c80312b_-,2020-05-28,Europe,iPhone,GameAds
0-9-a_631d0d,2020-05-28,North America,iPhone,GameAds
8a-93a5bd30d,2020-05-28,Africa,iPhone,GameAds
7d48743421-9,2020-05-28,Australia,iPhone,GameAds
cd56_c3-76ab,2020-05-28,CN,iPhone,GameAds
8ff7786b41a0,2020-05-28,Australia,iPhone,GameAds
f6_1a2a7f693,2020-05-28,CN,iPhone,GameAds
10f0968_3166,2020-05-28,CIS,iPhone,SenseAds
4c4d-a-02698,2020-05-28,Australia,iPhone,GameAds
__45bfbffd7_,2020-05-28,North America,iPhone,GameAds
_ff753567462,2020-05-28,CN,iPhone,SenseAds
9_99422_f783,2020-05-28,Africa,iPhone,GameAds
8d24-3012c47,2020-05-28,SEA,iPhone,SenseAds
bb57_af45-8b,2020-05-28,CIS,iPhone,GameAds
5dd99b7-164-,2020-05-28,North America,iPhone,SenseAds
022d6fb-9ba5,2020-05-28,Europe,iPhone,GameAds
3f074_052dd4,2020-05-28,North America,iPhone,SenseAds
6511001956a2,2020-05-28,CIS,iPhone,SenseAds
-8c65_7-ca80,2020-05-28,SEA,iPhone,SenseAds
5b3b63_9529c,2020-05-28,Europe,iPhone,GameAds
654a1735bc12,2020-05-28,SEA,iPhone,GameAds
1c7a---6_004,2020-05-28,South America,iPhone,GameAds
62c15a33c682,2020-05-28,North America,iPhone,GameAds
daf96154f050,2020-05-28,Europe,iPhone,GameAds
394-f7475db-,2020-05-28,CN,iPhone,GameAds
53d311135f12,2020-05-28,CN,iPhone,GameAds
a54-813f433b,2020-05-28,North America,iPhone,GameAds
ba46b694_0ad,2020-05-28,Europe,iPhone,GameAds
0414fc-a22c3,2020-05-28,North America,iPhone,GameAds
15a17fb0d0_b,2020-05-28,CIS,iPhone,GameAds
_c8122ab4-f2,2020-05-28,North America,iPhone,GameAds
18f17_6fb501,2020-05-28,SEA,iPhone,GameAds
2ab3f97_-34b,2020-05-28,CN,iPhone,GameAds
aaf6887b45_8,2020-05-28,North America,iPhone,GameAds
43b8d7f4ad3a,2020-05-28,Africa,iPhone,GameAds
827-a56ca49d,2020-05-28,North America,iPhone,GameAds
5d043dfb7a49,2020-05-28,Europe,iPhone,GameAds
_9c4c-_a-5_1,2020-05-28,North America,iPhone,SenseAds
1141f-3_c236,2020-05-28,South America,iPhone,GameAds
25081ffc2f62,2020-05-28,North America,iPhone,GameAds
02f29222_d70,2020-05-28,North America,iPhone,GameAds
-fadd5f836b4,2020-05-28,North America,iPhone,GameAds
d91d2_8b7c84,2020-05-28,North America,iPhone,GameAds
120f--945c7a,2020-05-28,North America,iPhone,GameAds
94588266a17_,2020-05-28,North America,iPhone,GameAds
6bb8b_7f249-,2020-05-28,SEA,iPhone,GameAds
92b1_dc18a1d,2020-05-28,North America,iPhone,GameAds
7-9-dd0bfd44,2020-05-28,CIS,iPhone,SenseAds
3b-_f355ccb5,2020-05-28,North America,iPhone,GameAds
724-07ccf686,2020-05-28,North America,iPhone,GameAds
fbdaffc_8565,2020-05-28,South America,iPhone,SenseAds
0_208a08ddf9,2020-05-28,North America,iPhone,GameAds
abf5dd29680d,2020-05-28,North America,iPhone,GameAds
f7baaf_2bf51,2020-05-28,Europe,iPhone,SenseAds
dd4ff722c630,2020-05-28,Europe,iPhone,SenseAds
_0c8a8--f99b,2020-05-28,North America,iPhone,SenseAds
af606-13ca63,2020-05-28,Australia,iPhone,GameAds
d5-2425784b9,2020-05-28,North America,iPhone,GameAds
8c0068_16257,2020-05-28,CIS,iPhone,SenseAds
44b8_12b13fb,2020-05-28,Europe,iPhone,SenseAds
af19c43c9451,2020-05-28,Australia,iPhone,GameAds
962094c1d554,2020-05-28,North America,iPhone,GameAds
78b3-c_02804,2020-05-28,Australia,iPhone,GameAds
4758a_035358,2020-05-28,North America,iPhone,GameAds
3c3d729c9d5d,2020-05-28,North America,iPhone,GameAds
b90f3685885_,2020-05-28,Australia,iPhone,GameAds
b232ff-_d3d3,2020-05-28,North America,iPhone,GameAds
_6b39d7322c_,2020-05-28,Europe,iPhone,GameAds
458a-ca83ad1,2020-05-28,CN,iPhone,SenseAds
___5688f--01,2020-05-28,Europe,iPhone,GameAds
614c02ac_2a8,2020-05-28,North America,iPhone,GameAds
0f68b0f1664-,2020-05-28,SEA,iPhone,SenseAds
ca16106-495b,2020-05-28,CIS,iPhone,GameAds
6-6b8bd9_c93,2020-05-28,North America,iPhone,GameAds
-8c814a8_738,2020-05-28,CIS,iPhone,GameAds
945309dfd583,2020-05-28,CIS,iPhone,GameAds
-4-ab_c7_f49,2020-05-28,South America,iPhone,GameAds
046f_cdcf0d7,2020-05-28,North America,iPhone,SenseAds
a26_3331--f6,2020-05-28,CIS,iPhone,GameAds
3ad7528a7a63,2020-05-28,CIS,iPhone,GameAds
d1-60d0_5f1b,2020-05-28,CIS,iPhone,GameAds
8_59_8c4_16d,2020-05-28,Europe,iPhone,SenseAds
2c8_661b4a12,2020-05-28,Europe,iPhone,GameAds
39fb93bf0d36,2020-05-28,North America,iPhone,SenseAds
_f_649415c93,2020-05-28,Europe,iPhone,GameAds
5_8c05a0b8f5,2020-05-28,Europe,iPhone,GameAds
1c064728b701,2020-05-28,North America,iPhone,GameAds
fc-ab11d1b39,2020-05-28,North America,iPhone,GameAds
78b-fc842983,2020-05-28,North America,iPhone,GameAds
479_60d68f50,2020-05-28,CIS,iPhone,GameAds
bc1d5c2-692_,2020-05-28,North America,iPhone,SenseAds
ddd901a07cd7,2020-05-28,North America,iPhone,GameAds
79084ffc24_7,2020-05-28,CN,iPhone,GameAds
543346370a_6,2020-05-28,CIS,iPhone,GameAds
45a7f652332b,2020-05-28,South America,iPhone,GameAds
19f5cc972469,2020-05-28,CN,iPhone,GameAds
c_a-820a785f,2020-05-28,North America,iPhone,GameAds
bb4acb7_651f,2020-05-28,CN,iPhone,SenseAds
6f6593-f757a,2020-05-28,CN,iPhone,GameAds
354f9cac6d0a,2020-05-28,North America,iPhone,SenseAds
c16fd91d181a,2020-05-28,North America,iPhone,GameAds
6c1993ca0abd,2020-05-28,CIS,iPhone,GameAds
64dc5-abd9_8,2020-05-28,CN,iPhone,GameAds
1bf9b727040b,2020-05-28,North America,iPhone,GameAds
-65255b41583,2020-05-28,Africa,iPhone,GameAds
f4f05-96_49_,2020-05-28,Europe,iPhone,GameAds
c55f5_bb8_3-,2020-05-28,North America,iPhone,GameAds
b7b663-689fa,2020-05-28,North America,iPhone,SenseAds
-43854bbc_1-,2020-05-28,North America,iPhone,GameAds
ad075fa7a0-1,2020-05-28,CN,iPhone,SenseAds
f03f869d79fb,2020-05-28,North America,iPhone,GameAds
f_0d8507f468,2020-05-28,North America,iPhone,SenseAds
a182c6232c5d,2020-05-28,North America,iPhone,SenseAds
d94_3098fcc7,2020-05-28,North America,iPhone,GameAds
0b3_58692fd2,2020-05-28,North America,iPhone,GameAds
4ddccf88_a8f,2020-05-28,CIS,iPhone,SenseAds
b9d395-6c-49,2020-05-28,South America,iPhone,GameAds
b6161f_080-1,2020-05-28,CIS,iPhone,GameAds
24fc650d-_-a,2020-05-28,North America,iPhone,GameAds
6_8af-57a35b,2020-05-28,CIS,iPhone,GameAds
105ac99a_41_,2020-05-28,CIS,iPhone,GameAds
9769d5b9-018,2020-05-28,North America,iPhone,SenseAds
4--373685-d4,2020-05-28,Europe,iPhone,GameAds
c38986b1d72a,2020-05-28,North America,iPhone,GameAds
4b40f_afc35c,2020-05-28,CN,iPhone,GameAds
c37bd15-3_-a,2020-05-28,North America,iPhone,GameAds
d42cb558cfc9,2020-05-28,CIS,iPhone,SenseAds
2_9c_4cf1dc4,2020-05-28,Europe,iPhone,GameAds
7cd16175bc45,2020-05-28,CIS,iPhone,GameAds
f_5-63d7398_,2020-05-28,North America,iPhone,SenseAds
014-37_b-52a,2020-05-29,South America,iPhone,GameAds
a-908dbcf_a9,2020-05-29,CIS,iPhone,GameAds
